,Date,SC_M1
1818,2020-12-02,265.25
1819,2020-12-03,267.15625
1820,2020-12-04,260.234375
1851,2020-12-05,263.21875
1853,2020-12-06,270.53125
1822,2020-12-07,267.875
1824,2020-12-08,267.375
1825,2020-12-09,270.8125
1826,2020-12-10,272.3125
1827,2020-12-11,270.4375
1858,2020-12-12,266.5
1860,2020-12-13,272.21875
1829,2020-12-14,270.25
1831,2020-12-15,267.4375
1832,2020-12-16,268.0625
1833,2020-12-17,264.4375
1834,2020-12-18,258.9375
1865,2020-12-19,259.375
1867,2020-12-20,265.375
1836,2020-12-21,264.3125
1838,2020-12-22,259.75
1839,2020-12-23,256.9375
1840,2020-12-24,258.75
1841,2020-12-25,259.3125
1872,2020-12-26,259.875
1874,2020-12-27,260.671875
1843,2020-12-28,262.5
1845,2020-12-29,260.75
1846,2020-12-30,255.6875
1848,2020-12-31,263.5
1849,2021-01-01,252.75
1878,2021-01-02,265.1875
1880,2021-01-03,266.0625
1850,2021-01-04,260.03125
1852,2021-01-05,261.59375
1854,2021-01-06,269.28125
1855,2021-01-07,265.75
1856,2021-01-08,266.25
1885,2021-01-09,269.625
1887,2021-01-10,272.125
1857,2021-01-11,268.375
1859,2021-01-12,264.125
1861,2021-01-13,270.4375
1862,2021-01-14,269.375
1863,2021-01-15,267.125
1892,2021-01-16,267.875
1894,2021-01-17,265.5625
1864,2021-01-18,259.125
1866,2021-01-19,259.0
1868,2021-01-20,266.09375
1869,2021-01-21,262.0
1870,2021-01-22,259.375
1899,2021-01-23,259.5
1901,2021-01-24,258.25
1871,2021-01-25,258.875
1873,2021-01-26,259.0
1875,2021-01-27,257.90625
1876,2021-01-28,260.375
1877,2021-01-29,260.5
1904,2021-01-30,255.0625
1906,2021-01-31,265.5
1992,2021-02-01,254.25
1879,2021-02-02,263.5625
1881,2021-02-03,264.6875
1882,2021-02-04,259.125
1883,2021-02-05,260.75
1884,2021-02-06,267.625
1910,2021-02-07,265.0
1912,2021-02-08,271.5
1886,2021-02-09,268.875
1888,2021-02-10,268.375
1889,2021-02-11,266.0
1890,2021-02-12,263.0
1891,2021-02-13,269.375
1917,2021-02-14,271.75
1919,2021-02-15,271.75
1893,2021-02-16,267.75
1895,2021-02-17,262.875
1896,2021-02-18,259.5
1897,2021-02-19,259.5
1898,2021-02-20,264.0
1924,2021-02-21,263.5
1926,2021-02-22,261.0
1900,2021-02-23,258.25
1902,2021-02-24,257.5625
1957,2021-02-25,260.0
1960,2021-02-26,262.0
1903,2021-02-27,257.3125
1905,2021-02-28,248.79248046875
1993,2021-03-01,255.0
1907,2021-03-02,265.0
1908,2021-03-03,265.125
1936,2021-03-04,259.25
1938,2021-03-05,260.5
1909,2021-03-06,268.0
1911,2021-03-07,264.25
1913,2021-03-08,271.0
1914,2021-03-09,269.75
1915,2021-03-10,269.0
1943,2021-03-11,261.5
1945,2021-03-12,261.0
1916,2021-03-13,269.5
1918,2021-03-14,270.0
1920,2021-03-15,271.25
1921,2021-03-16,268.0
1922,2021-03-17,263.75
1950,2021-03-18,256.0
1952,2021-03-19,256.0
1923,2021-03-20,260.875
1925,2021-03-21,263.5
1927,2021-03-22,259.25
1928,2021-03-23,255.0
1929,2021-03-24,255.875
1958,2021-03-25,259.0
1961,2021-03-26,261.0
1930,2021-03-27,256.625
1931,2021-03-28,259.0
1932,2021-03-29,261.0
1933,2021-03-30,251.25
1934,2021-03-31,263.0
1994,2021-04-01,253.75
1965,2021-04-02,263.0
1935,2021-04-03,262.75
1937,2021-04-04,259.75
1939,2021-04-05,258.0
1940,2021-04-06,265.0
1941,2021-04-07,258.5
2002,2021-04-08,265.0
1971,2021-04-09,267.5
1942,2021-04-10,261.0
1944,2021-04-11,261.0
1946,2021-04-12,258.5
1947,2021-04-13,263.0
1948,2021-04-14,264.0
2008,2021-04-15,268.5
1977,2021-04-16,266.25
1949,2021-04-17,260.75
1951,2021-04-18,254.0
1953,2021-04-19,255.0
1954,2021-04-20,258.5
1955,2021-04-21,260.5
2016,2021-04-22,251.0
1983,2021-04-23,250.5
1956,2021-04-24,253.0
1959,2021-04-25,257.0
1962,2021-04-26,259.0
1963,2021-04-27,254.0
1964,2021-04-28,256.5
2024,2021-04-29,247.0
1989,2021-04-30,249.5
1995,2021-05-01,253.5
1966,2021-05-02,263.0
1967,2021-05-03,265.5
1968,2021-05-04,258.75
1969,2021-05-05,263.75
1970,2021-05-06,270.0
2000,2021-05-07,265.0
2003,2021-05-08,265.0
1972,2021-05-09,267.5
1973,2021-05-10,270.0
1974,2021-05-11,270.0
1975,2021-05-12,262.0
1976,2021-05-13,268.0
2006,2021-05-14,270.0
2009,2021-05-15,268.5
1978,2021-05-16,266.25
1979,2021-05-17,262.75
1980,2021-05-18,250.0
1981,2021-05-19,250.0
1982,2021-05-20,255.0
2014,2021-05-21,257.0
2017,2021-05-22,251.0
1984,2021-05-23,250.5
1985,2021-05-24,249.5
1986,2021-05-25,250.0
1987,2021-05-26,250.0
1988,2021-05-27,249.5
2022,2021-05-28,248.0
2025,2021-05-29,247.0
1990,2021-05-30,247.0
1991,2021-05-31,260.0
1996,2021-06-01,253.5
1997,2021-06-02,260.0
1998,2021-06-03,265.0
2029,2021-06-04,251.5
2031,2021-06-05,252.0
1999,2021-06-06,270.0
2001,2021-06-07,265.0
2004,2021-06-08,265.0
2005,2021-06-09,265.0
2007,2021-06-14,270.0
2010,2021-06-15,268.5
2011,2021-06-16,266.5
2012,2021-06-17,255.0
2013,2021-06-20,259.0
2015,2021-06-21,257.0
2018,2021-06-22,251.0
2019,2021-06-23,251.0
2020,2021-06-24,249.0
2021,2021-06-27,249.0
2023,2021-06-28,246.0
2026,2021-06-29,247.0
2027,2021-06-30,244.0
2028,2021-07-01,245.0
2030,2021-07-04,250.0
2032,2021-07-05,251.5
